id_inserm;Geo_X;Geo_Y
8015773;614423;2428897
8015825;596874;2428112
8015828;623270;2426976
8015842;595674;2431633
8015855;556735;2444133
8015863;590149;2453062
8015864;574536;2460648
8015868;589794;2424472
8015870;597506;2435070
8015873;610990;2409967
8015880;605392;2428642
8015883;601315;2438868
8015897;608883;2414858
8016111;609972;2433868
8016112;613519;2419005
8016175;601027;2424736
8016176;629145;2402502
8016177;609006;2430407
8016178;594236;2420489
8016179;603950;2406353
8016183;611310;2401321
8016186;606611;2437350
8016188;606800;2404141
8016279;584167;2444924
8016282;598104;2439537
8016358;588089;2409795
8016360;620903;2422347
8016362;594119;2399829
8016516;582464;2448178
8016635;591941;2430758
8016672;645835;2377572
8016843;593442;2436447
8017515;602992;2431251
8021047;637856;2443874
9020009;578835;2420328
9020014;605596;2406669
9020017;600523;2432429
9020018;595494;2442532
9020021;596330;2444236
9020041;562803;2403881
9020046;590250;2428015
9020047;606346;2444680
9020059;598108;2441237
9020063;611355;2426445
9020067;599763;2425874
9020073;598359;2425353
9020079;593943;2432471
9020080;608529;2420038
9020082;602486;2429453
9020083;582735;2405569
9020092;604296;2431977
9020098;586605;2402293
9020100;632006;2404710
9020111;645904;2432192
9020112;630101;2447976
9020119;679130;2421732
9020120;594172;2424308
9020122;590237;2444222
9020123;;
9020127;594591;2415456
9020131;593525;2438148
9020137;608483;2417144
9020139;613503;2419322
9020141;576426;2442238
9020161;623419;2393949
9020170;597353;2443785
9020174;614501;2426664
9020180;599937;2430056
9020182;605050;2421623
9020190;572969;2443445
9020192;597084;2431661
9020195;619258;2402867
9020196;584086;2435015
9020202;588277;2442809
9020204;593506;2424327
9020218;583507;2448582
9020223;638143;2436268
9020226;588484;2417627
9020231;610026;2437899
9020234;607217;2443342
9020236;604627;2431946
9020242;607755;2411024
9020243;594935;2428953
9020249;600312;2451336
9020255;613891;2409122
9020257;558400;2460742
9020261;609574;2449322
9020267;617886;2421319
9020271;603425;2439676
9020274;603319;2432533
9020293;586792;2444036
9020307;605185;2405137
9020308;617760;2421510
9020316;607945;2439332
9020321;592610;2446102
9020338;608631;2428004
9020350;598863;2422110
9020351;639503;2417480
9020355;582053;2450219
9020356;615728;2423274
9020358;595490;2431512
9020360;648248;2424188
9020361;605215;2441680
9020369;620641;2438867
9020388;658181;2387178
9020396;603994;2421898
9020399;596624;2431419
9020400;619142;2420445
9020401;606338;2415937
9020402;608249;2447773
9020415;592191;2420933
9020427;601664;2432716
9020440;584396;2423719
9020445;610204;2424683
9020453;616911;2439248
9020457;594001;2399723
9020458;593054;2438926
9020459;580164;2432881
9020460;593126;2423697
9020496;570714;2425843
9020498;593005;2406610
9020503;580912;2412986
9020506;603809;2430468
9020510;604291;2428048
9020513;602247;2426150
9020526;609523;2421646
9020530;574662;2372362
9020532;603455;2441329
9020534;603160;2432695
9020553;628886;2402609
9020555;607909;2434493
9020561;589692;2433109
9020564;604451;2425115
9020581;609615;2404217
9020584;598598;2423001
9020586;596580;2424191
9020591;585942;2382286
9020596;603657;2423119
9020601;627767;2430561
9020603;603636;2433829
9020605;591000;2438431
9020606;546112;2448753
9020608;587799;2432762
9020610;615113;2424684
9020613;628454;2432484
9020614;606208;2432731
9020625;608073;2421318
9020627;598609;2426363
9020630;608415;2429072
9020633;615662;2432142
9020641;552354;2444309
9020649;599259;2440556
9020662;603780;2433680
9020675;636422;2445323
9020693;609993;2420759
9020708;572963;2419039
9020710;585795;2434028
9020715;580013;2444176
9020716;579528;2449650
9020727;580342;2443580
9020746;605524;2430940
9020751;;
9020752;610031;2437923
9020754;641430;2439544
9020764;602438;2424230
9020766;615954;2434049
9020767;578882;2434085
9020775;607732;2433567
9020780;576565;2450131
9020783;598611;2404168
9020784;599104;2432197
9020793;620595;2421882
9020795;577210;2429667
9020796;614456;2433443
9020797;611011;2402146
9020801;591213;2434419
9020810;603247;2436363
9020817;591273;2434660
9020820;613627;2410818
9020821;642503;2439537
9020831;597121;2440878
9020837;;
9020840;600187;2442198
9020846;594724;2418646
9020847;597766;2426966
9020848;600655;2425269
9020855;601331;2411673
9020862;637205;2416228
9020866;592514;2420970
9020870;615389;2400533
9020875;601829;2439383
9020882;608803;2435358
9020883;559732;2442752
9020901;607512;2404246
9020906;610951;2401823
9020907;584776;2422292
9020908;604736;2431796
9020914;574419;2420518
9020915;588228;2435247
9020920;620347;2439574
9020922;602749;2431600
9020932;593574;2418820
9020934;598829;2432602
9020937;603026;2438934
9020940;608180;2434340
9020955;613959;2419737
9020960;599037;2396174
9020965;608639;2448133
9020967;600685;2432806
9020968;610581;2427197
9020975;602954;2428758
9020976;583945;2427111
9020978;603191;2429504
9020981;603854;2441390
9020983;618006;2434035
9020987;614129;2409521
9020988;595438;2431502
9021000;588180;2421028
9021001;553061;2441479
9021004;606241;2418206
9021018;602067;2441504
9021022;604224;2426735
9021023;604775;2405530
9021028;599895;2439563
9021040;607374;2404712
9021041;611599;2428593
9021053;592998;2436119
9021068;620274;2410327
9021069;613771;2422489
9021078;632762;2453746
9021081;593341;2424222
9021085;;
9021089;578917;2428565
9021090;586431;2421718
9021097;;
9021103;599320;2424820
9021105;604828;2430837
9021115;644456;2375189
9021121;606915;2399783
9021128;600685;2407298
9021130;593189;2443759
9021152;609221;2422805
9021157;570803;2425681
9021158;603876;2420716
9021166;595299;2419901
9021167;572156;2438245
9021171;586082;2434397
9021179;595052;2416626
9021180;582165;2429939
9021182;617738;2428279
9021195;593465;2433269
9021197;585579;2436993
9021206;594738;2428746
9021212;602604;2441456
9021214;587709;2382753
9021217;601330;2423991
9021226;602271;2437361
9021232;592367;2430827
9021233;598107;2427750
9021234;597449;2428887
9021240;;
9021245;603141;2430509
9021250;;
9021253;616143;2407506
9021257;640411;2401533
9021259;614200;2432392
9021268;587081;2439666
9021271;602547;2448087
9021272;587644;2422624
9021282;604829;2419038
9021286;596930;2421376
9021288;570799;2425779
9021306;611177;2433133
9021310;602677;2437832
9021313;608345;2403398
9021340;589425;2399521
9021343;608444;2447803
9021345;588388;2436082
9021347;615133;2403450
9021349;588180;2436273
9021350;589989;2430408
9021361;572391;2425057
9021363;565950;2429163
9021372;584926;2431066
9021373;610923;2416121
9021374;599575;2434021
9021380;609197;2401965
9021381;611861;2429806
9021382;602350;2436343
9021386;597401;2424177
9021387;596767;2425753
9021392;604079;2406126
9021394;611637;2426361
9021402;609288;2416601
9021411;664612;2393196
9021419;573332;2429820
9021422;597134;2421676
9021425;604965;2441654
9021428;619652;2410316
9021429;556412;2443479
9021436;615228;2426880
9021452;580069;2449809
9021461;602644;2430696
9021463;598566;2428659
9021466;595991;2433441
9021469;598971;2442148
9021470;625040;2426415
9021473;579850;2412399
9021474;605306;2409660
9021477;573259;2430530
9021487;553262;2444687
9021490;583390;2445451
9021497;608518;2448467
9021498;606266;2420739
9021503;603683;2430220
9021505;596092;2429430
9021511;604344;2406205
9021513;596585;2433122
9021514;601924;2412748
9021540;570187;2397273
9021547;604085;2420619
9021548;586763;2422019
9021552;611898;2451141
9021562;;
9021564;584920;2433992
9021568;596498;2432827
9021576;588919;2437239
9021579;604594;2409145
9021581;615352;2434660
9021594;612311;2453836
9021595;587958;2436259
9021603;603644;2431693
9021611;600993;2432566
9021614;670651;2394083
9021619;596443;2426662
9021639;598571;2431794
9021646;594357;2419858
9021650;605285;2429478
9021653;622961;2426648
9021661;590658;2442006
9021665;616774;2397807
9021676;617663;2398396
9021683;604411;2427249
9021689;603054;2421707
9021699;582738;2447254
9021700;590861;2445835
9021705;588044;2429988
9021718;611936;2422769
9021719;600679;2438000
9021720;586674;2433034
9021730;603983;2423869
9021748;605152;2416167
9021757;598342;2439392
9021765;602748;2430287
9021766;638716;2438701
9021770;605724;2438974
9021772;604153;2433589
9021779;603615;2430658
9021780;599352;2437660
9021782;621485;2391000
9021783;590203;2420320
9021795;593297;2438213
9021798;601133;2426117
9021799;551798;2444842
9021812;607714;2427651
9021827;626793;2425081
9021844;616492;2425698
9021854;599614;2433204
9021877;609246;2421444
9021882;577322;2446810
9021886;602972;2429179
9021890;606102;2403293
9021893;596913;2432980
9021905;574420;2420518
9021907;602338;2392063
9021908;607710;2396572
9021912;619929;2428047
9021921;610249;2428273
9021923;602788;2434904
9021926;598892;2427466
9021933;599943;2406480
9021934;603850;2420908
9021940;588612;2421965
9021945;623239;2394777
9021948;590855;2429507
9021951;605565;2427751
9021956;596672;2417084
9021958;598530;2408147
9021961;621338;2393696
9021969;602229;2433390
9021971;584617;2452024
9021973;595800;2440404
9021977;619444;2415484
9021981;611972;2431056
9021983;646790;2414786
9021984;555673;2440667
9021987;559873;2462064
9021997;594840;2433843
9021998;613299;2438616
9022002;595677;2423297
9022006;603842;2421520
9022017;601282;2438468
9022020;581425;2448157
9022022;601956;2428447
9022023;572321;2425041
9022027;595683;2428770
9022029;602815;2400697
9022046;617804;2399599
9022048;614249;2428049
9022050;634058;2375311
9022054;602494;2442264
9022058;594103;2436680
9022059;601454;2459078
9022070;589389;2431858
9022072;596443;2457081
9022075;642230;2431391
9022086;622422;2391617
9022092;607930;2430006
9022101;600282;2434113
9022117;596450;2431210
9022120;605772;2413612
9022125;605075;2430016
9022129;602697;2430605
9022132;597504;2406939
9022139;597976;2427356
9022141;600443;2425316
9022142;589245;2425549
9022146;598108;2424046
9022148;600073;2420973
9022160;642438;2439008
9022166;597611;2404846
9022167;587568;2409311
9022171;561110;2398918
9022177;602903;2425289
9022182;600700;2428315
9022191;598918;2431945
9022202;617966;2433664
9022206;595238;2435464
9022207;598229;2439372
9022209;597061;2416932
9022212;608623;2432361
9022214;598417;2453543
9022218;602617;2428625
9022227;573546;2420290
9022234;604515;2377423
9022241;609106;2420330
9022252;595438;2423069
9022254;602567;2405571
9022260;546088;2424856
9022261;624313;2394751
9022262;591390;2446662
9022267;617668;2431879
9022269;597140;2436492
9022276;611514;2430033
9022279;608709;2432913
9022281;603062;2428651
9022284;592163;2414854
9022293;622159;2391411
9022294;602215;2424882
9022296;604374;2445710
9022308;580782;2432026
9022310;596652;2420292
9022315;581342;2430707
9022316;608476;2438615
9022320;596118;2421360
9022325;593359;2442509
9022339;588710;2418074
9022344;605766;2405482
9022349;587622;2430991
9022352;597382;2431534
9022355;600601;2428292
9022359;601886;2419634
9022361;552354;2445302
9022362;611165;2433086
9022368;602345;2441537
9022374;614702;2455635
9022377;618095;2432317
9022391;611853;2433108
9022400;580426;2404703
9022404;607730;2435522
9022408;605584;2444384
9022412;601973;2425324
9022414;612869;2422216
9022426;580089;2426942
9022429;614217;2429793
9022433;594970;2432538
9022439;611922;2429885
9022441;587397;2431934
9022442;577433;2429514
9022452;597904;2396135
9022456;610194;2424479
9022460;616324;2433891
9022462;627705;2427127
9022472;572994;2421841
9022474;587300;2409160
9022476;595578;2431233
9022477;626683;2350956
9022485;600390;2408987
9022491;655700;2424940
9022493;583980;2420455
9022494;599517;2432917
9022502;589510;2423991
9022506;600217;2420697
9022507;604714;2450112
9022510;;
9022514;603485;2429702
9022516;607120;2422677
9022522;599955;2438200
9022536;604231;2430679
9022547;587323;2459468
9022552;592200;2426655
9022557;607212;2429569
9022559;610279;2434817
9022560;602232;2424939
9022567;565070;2431616
9022575;;
9022578;595439;2424959
9022583;616453;2426812
9022589;596664;2458904
9022592;573699;2436074
9022600;606229;2422996
9022602;599293;2431196
9022604;573521;2425288
9022607;594780;2440327
9022614;601234;2426520
9022617;602749;2428011
9022619;609883;2411405
9022623;554904;2443377
9022625;601863;2412629
9022630;625478;2363764
9022637;618059;2428139
9022657;665465;2381419
9022661;576053;2441667
9022668;598470;2426790
9022670;604704;2426291
9022672;600370;2410569
9022679;610359;2434682
9022685;607089;2443172
9022689;592839;2427673
9022690;594089;2433085
9022692;572298;2443362
9022696;603184;2444993
9022702;596828;2431741
9022704;618076;2428109
9022706;609714;2416647
9022707;655633;2425038
9022708;597156;2430614
9022709;611520;2439551
9022714;605438;2429010
9022723;618099;2431442
9022728;674791;2393633
9022734;578843;2423409
9022735;;
9022736;608618;2435807
9022745;589647;2438782
9022747;601190;2432020
9022752;600156;2437334
9022753;595729;2432856
9022754;593268;2425175
9022763;588000;2458500
9022764;608188;2422272
9022773;595119;2414501
9022778;600577;2423486
9022779;592667;2434771
9022790;605067;2424668
9022791;600571;2432359
9022796;576295;2418603
9022799;595750;2425367
9022802;599528;2404038
9022807;595528;2436525
9022808;602499;2442165
9022810;610407;2416478
9022814;596818;2410923
9022829;617549;2426693
9022835;594613;2402385
9022845;593743;2436598
9022846;593820;2424341
9022850;642419;2439736
9022852;603547;2432698
9022856;595900;2434806
9022862;578145;2419540
9022868;611750;2439733
9022870;584271;2402853
9022877;628790;2379703
9022897;605764;2416485
9022898;591336;2432476
9022900;597738;2433639
9022902;595288;2434685
9022914;597417;2434488
9022918;611591;2439677
9022920;592880;2446563
9022922;588413;2397306
9022927;593910;2421565
9022931;;
9022935;611608;2423005
9022936;594257;2436657
9022950;602912;2431304
9022974;624665;2438839
9022979;605141;2422378
9022982;601580;2410572
9023002;572125;2392513
9023005;605437;2406288
9023006;606941;2403923
9023018;588208;2423023
9023022;597392;2424355
9023028;600873;2431762
9023030;601580;2424590
9023034;597928;2421000
9023039;597112;2415242
9023040;599544;2431074
9023043;605342;2404702
9023044;573605;2425245
9023046;584523;2429203
9023048;588912;2436302
9023051;603716;2431829
9023053;588413;2431993
9023055;598985;2452889
9023059;590251;2453210
9023068;591610;2431010
9023072;599329;2430403
9023073;610825;2416916
9023080;577956;2418748
9023086;585678;2421782
9023087;597484;2434217
9023105;591649;2424214
9023120;620613;2438884
9023126;563553;2441619
9023130;563306;2405328
9023131;578869;2419187
9023140;607918;2420566
9023147;612838;2430595
9023152;602813;2430666
9023153;600940;2410967
9023158;611072;2424749
9023160;;
9023183;596726;2410801
9023187;595234;2432825
9023199;610331;2418853
9023201;618669;2403304
9023208;592149;2444867
9023244;602294;2441511
9023246;605800;2427047
9023248;623055;2427912
9023252;605548;2416937
9023256;599968;2393993
9023280;572168;2440125
9023284;602817;2438854
9023287;603107;2405961
9023288;599033;2425617
9023292;593460;2425239
9023295;585764;2421683
9023300;614212;2441169
9023310;609231;2421332
9023316;549008;2444510
9023324;569246;2442227
9023325;583457;2446656
9023326;601835;2420039
9023328;;
9023337;552340;2442271
9023339;594901;2424902
9023341;592619;2407007
9023356;601988;2431279
9023358;605037;2422691
9023359;604692;2426070
9023369;618068;2431862
9023375;603708;2429100
9023377;590228;2437217
9023378;552016;2445238
9023384;569277;2435104
9023388;616544;2368322
9023389;563996;2439970
9023405;593696;2435462
9023410;650583;2395374
9023420;592423;2426374
9023426;644828;2439435
9023433;598894;2426170
9023441;543831;2448366
9023448;598475;2403066
9023457;545146;2448626
9023461;603061;2445579
9023462;591788;2442654
9023464;588097;2397736
9023474;596417;2427337
9023479;603507;2430772
9023482;617245;2423954
9023490;;
9023491;596074;2436446
9023498;603542;2409227
9023502;592562;2442782
9023511;645053;2375976
9023520;598051;2439626
9023522;597424;2391030
9023523;627117;2426790
9023529;595654;2427182
9023530;616044;2409354
9023544;615636;2438439
9023548;604849;2445546
9023558;598026;2426400
9023565;608612;2429742
9023566;583237;2444643
9023576;633039;2454251
9023577;598122;2426543
9023589;603897;2418984
9023599;596570;2425989
9023607;601764;2432422
9023609;616474;2433305
9023623;621396;2429963
9023632;601742;2439036
9023638;605962;2427737
9023641;592922;2431665
9023645;595068;2422280
9023647;617641;2426821
9023651;592792;2433466
9023652;601145;2437624
9023656;612584;2401415
9023663;598316;2410590
9023668;594683;2415008
9023670;607907;2434303
9023680;593329;2432923
9023686;607501;2435524
9023690;;
9023700;607649;2438799
9023708;629279;2431916
9023710;614961;2422967
9023718;594090;2436371
9023729;607413;2404704
9023734;;
9023741;585882;2382262
9023742;617512;2427502
9023759;594669;2427417
9023773;589889;2427123
9023774;627321;2428265
9023775;612105;2428738
9023778;613328;2435718
9023783;604244;2441914
9023784;601660;2431889
9023792;620618;2438313
9023802;587264;2438224
9023807;599399;2427926
9023811;641074;2401311
9023821;649510;2422473
9023824;598746;2406384
9023829;607285;2429677
9023836;612691;2436663
9023839;569388;2431568
9023845;592949;2430966
9023847;583728;2444998
9023861;594245;2433470
9023871;566441;2413146
9023876;617363;2398862
9023877;610326;2424826
9023879;581003;2423876
9023881;590044;2424612
9023883;562580;2404401
9023884;591866;2432386
9023889;610656;2431744
9023890;612960;2427514
9023892;600283;2430939
9023907;605215;2432138
9023908;593939;2436661
9023910;595756;2428752
9023912;646219;2378001
9023914;609563;2420121
9023917;574659;2441692
9023918;601511;2430170
9023927;597267;2427438
9023931;591775;2431686
9023939;602411;2438097
9023946;611823;2439158
9023948;588954;2431421
9023949;612687;2411926
9023962;593141;2426346
9023969;595629;2435246
9023972;606086;2410555
9023974;609909;2430290
9023975;;
9023977;580977;2432538
9023984;600238;2421805
9023987;644269;2357552
9023988;595418;2435977
9023994;599200;2410750
