id_inserm;Geo_X;Geo_Y
9024002;612930;2435053
9024004;617567;2426846
9024012;596392;2437109
9024013;599071;2424538
9024020;598901;2412138
9024022;579759;2429883
9024025;634685;2374969
9024030;624718;2433804
9024033;599491;2439681
9024034;598679;2421087
9024036;634416;2384676
9024038;605662;2438865
9024039;613608;2410689
9024046;611350;2436592
9024049;;
9024059;594464;2439100
9024060;610116;2428674
9024064;602655;2430528
9024073;553483;2442761
9024078;603198;2423719
9024080;591380;2427429
9024084;601577;2425320
9024085;598663;2443991
9024091;615708;2404333
9024098;604174;2442401
9024099;603864;2429902
9024102;603359;2423699
9024106;600124;2428077
9024109;603070;2436664
9024120;573742;2436626
9024136;605775;2424679
9024143;553378;2439502
9024144;595439;2433678
9024147;604318;2431052
9024162;601706;2429872
9024163;671281;2395136
9024164;591753;2424339
9024170;624581;2393876
9024184;609834;2419764
9024191;589804;2433497
9024208;604973;2432884
9024209;602620;2405971
9024221;604930;2432161
9024227;604288;2425258
9024233;581624;2368508
9024234;594424;2413883
9024235;590686;2444890
9024238;617186;2429862
9024240;595369;2416625
9024245;623587;2422269
9024258;596033;2429772
9024259;599560;2439384
9024264;598027;2428686
9024266;607382;2435765
9024279;612151;2429449
9024290;589660;2430408
9024296;604318;2440788
9024302;592683;2439827
9024303;593298;2426358
9024304;598894;2426626
9024310;612967;2423877
9024314;599375;2435896
9024328;591083;2425215
9024330;607431;2431929
9024334;621008;2422748
9024339;613272;2445173
9024340;614897;2412865
9024345;593552;2443639
9024364;597176;2415303
9024368;572669;2421657
9024382;608820;2429243
9024392;593869;2424756
9024397;571677;2425256
9024398;594358;2407377
9024403;573421;2421784
9024405;598596;2411141
9024416;600783;2432454
9024418;608746;2416224
9024420;598775;2426483
9024423;;
9024425;590331;2437017
9024438;608208;2417219
9024442;613505;2438896
9024443;599972;2440528
9024448;627835;2426938
9024450;607705;2429532
9024451;601185;2419130
9024452;636283;2419216
9024454;604234;2437010
9024457;555905;2465287
9024460;592346;2438412
9024464;602578;2422427
9024465;619663;2427451
9024469;615828;2426765
9024481;604754;2445688
9024486;551996;2444497
9024491;598608;2425838
9024500;625085;2419204
9024502;564794;2406191
9024517;606418;2457702
9024521;602276;2432175
9024527;577695;2441501
9024534;606858;2423659
9024535;592214;2430840
9024545;586902;2422865
9024567;590906;2394980
9024574;596315;2432864
9024583;599719;2439289
9024587;594969;2421077
9024596;594453;2394739
9024616;594851;2427954
9024627;609989;2411028
9024629;598721;2439725
9024630;604203;2433527
9024640;;
9024649;616823;2426103
9024657;604377;2444788
9024661;551184;2420085
9024664;611296;2431010
9024668;611762;2432721
9024669;600641;2426383
9024670;583643;2444805
9024675;607630;2434141
9024685;596689;2440387
9024691;596782;2437144
9024694;603269;2429814
9024697;597301;2424223
9024703;597694;2435192
9024704;606819;2404132
9024720;611623;2423900
9024721;589319;2433086
9024726;598838;2433430
9024731;633856;2449101
9024732;614726;2426002
9024753;603196;2434680
9024759;601483;2429048
9024770;612439;2438139
9024773;597295;2444652
9024774;610557;2434050
9024776;591432;2452962
9024781;582109;2451776
9024785;585814;2422134
9024787;586246;2405267
9024799;614577;2423630
9024801;585510;2434674
9024806;593269;2434030
9024809;607375;2428973
9024822;603282;2440769
9024829;622917;2426736
9024830;611581;2426065
9024841;605063;2429486
9024854;623888;2421195
9024860;602863;2430150
9024861;591272;2437670
9024863;605792;2417315
9024868;595185;2431500
9024874;595021;2432966
9024880;617538;2439637
9024889;577536;2445841
9024901;593766;2436114
9024903;597352;2435038
9024905;603127;2408031
9024910;628642;2416442
9024911;596978;2442599
9024920;637675;2376606
9024922;617968;2429171
9024927;600667;2417006
9024928;602970;2429026
9024935;591393;2417802
9024953;602551;2438482
9024958;598732;2411372
9024961;;
9024962;610443;2427944
9024968;592590;2434732
9024985;563268;2390689
9024988;593459;2445376
9024990;606144;2444633
9024993;600495;2443226
9025005;602758;2430654
9025010;585758;2381897
9025016;617997;2403061
9025017;593797;2432450
9025018;628572;2430844
9025022;593973;2441647
9025029;611726;2417310
9025034;606123;2410007
9025036;598791;2432929
9025042;595982;2441784
9025043;;
9025045;594631;2427270
9025051;572360;2425381
9025052;623452;2414092
9025068;632083;2368947
9025079;579942;2418625
9025081;599169;2439831
9025085;595583;2410023
9025086;603344;2447425
9025089;609424;2434811
9025092;577439;2418735
9025095;600227;2431674
9025098;608749;2448909
9025099;612475;2426912
9025102;602357;2437253
9025103;595730;2429128
9025106;634366;2434044
9025112;640192;2396130
9025118;599100;2404058
9025123;630527;2369141
9025124;587839;2422453
9025125;599510;2427136
9025127;555969;2445314
9025131;618876;2431251
9025140;601102;2430417
9025141;632680;2427424
9025147;605546;2434976
9025150;604077;2427553
9025169;598856;2432110
9025171;593964;2435342
9025175;597582;2421372
9025176;598889;2432972
9025183;599210;2437698
9025189;577896;2441590
9025190;632557;2427710
9025191;593418;2460016
9025193;609593;2419390
9025197;610974;2424689
9025206;598968;2428821
9025210;656252;2373740
9025217;549598;2442281
9025222;613690;2418878
9025231;586814;2395672
9025232;596597;2427872
9025234;596075;2427840
9025237;587291;2426878
9025239;603093;2423435
9025251;598892;2426228
9025252;605442;2428836
9025257;603989;2421340
9025262;615554;2400814
9025283;624056;2414789
9025298;616996;2431005
9025307;610857;2418909
9025308;612708;2429757
9025320;604797;2419089
9025324;602365;2431992
9025327;629079;2431611
9025331;597159;2432837
9025333;585521;2438480
9025337;604025;2406328
9025338;602928;2430228
9025340;596899;2434604
9025345;600623;2431867
9025353;604530;2437103
9025355;598580;2445548
9025357;574623;2460627
9025368;602949;2409160
9025372;600780;2419838
9025373;608001;2437446
9025375;604105;2432241
9025381;586977;2444559
9025383;606006;2443631
9025384;620670;2427131
9025389;602118;2445060
9025394;603675;2441927
9025405;593887;2444238
9025412;615145;2424266
9025413;624785;2452552
9025415;608054;2431477
9025419;593134;2425479
9025420;620072;2432077
9025424;;
9025426;596442;2427269
9025427;590692;2435910
9025428;615423;2403618
9025434;591316;2429956
9025440;617851;2406311
9025443;605556;2441024
9025453;606583;2415671
9025454;604036;2442019
9025456;601362;2426469
9025461;597183;2432211
9025469;582973;2446628
9025473;586880;2451665
9025476;565113;2431647
9025484;598808;2426432
9025486;598760;2432286
9025487;609339;2420415
9025493;607886;2428098
9025500;617046;2429480
9030001;612606;2404917
9030007;600860;2429952
9030009;604869;2406126
9030011;599817;2431233
9030014;599263;2440036
9030017;594139;2433244
9030026;608611;2420059
9030037;618002;2397737
9030043;596964;2426488
9030054;599340;2440448
9030056;596684;2392490
9030057;598757;2401037
9030061;612810;2412600
9030066;558240;2412923
9030081;595104;2406973
9030089;618068;2439442
9030090;609138;2432298
9030091;638758;2433728
9030098;615999;2426735
9030106;610564;2423998
9030129;597018;2442626
9030134;616471;2423895
9030140;593838;2434189
9030144;585687;2381756
9030145;603635;2380776
9030171;581746;2433991
9030173;601536;2434986
9030175;586897;2437420
9030181;601668;2426890
9030186;602360;2431787
9030188;601355;2409455
9030193;609816;2425705
9030201;602365;2459648
9030203;639207;2439365
9030204;602654;2429345
9030206;603586;2438295
9030211;603999;2423718
9030216;644083;2441339
9030217;603702;2431881
9030219;591831;2439434
9030231;595292;2461629
9030242;612879;2424301
9030243;590196;2424943
9030245;587355;2440339
9030251;592356;2438520
9030253;592481;2426723
9030255;593950;2432707
9030257;587537;2409590
9030262;553520;2425762
9030263;603245;2436320
9030266;584358;2425426
9030274;601233;2436574
9030292;606584;2428122
9030293;602213;2429195
9030306;610571;2435036
9030314;593387;2427251
9030318;595515;2443677
9030328;602126;2429599
9030331;607135;2430960
9030332;602714;2439099
9030338;610405;2434546
9030346;601775;2429440
9030349;614445;2409002
9030352;599827;2418533
9030359;592987;2459753
9030360;604481;2426203
9030368;597372;2420596
9030371;650398;2395077
9030376;585501;2423714
9030378;588331;2442044
9030379;602657;2436431
9030380;601300;2425899
9030381;625244;2393815
9030396;579392;2381045
9030397;602232;2431501
9030398;567401;2419008
9030400;596909;2426059
9030407;594568;2416781
9030415;598847;2432119
9030419;596420;2431637
9030421;592125;2430265
9030423;602714;2439099
9030430;598262;2441340
9030431;639121;2433730
9030448;597014;2431942
9030449;596293;2423122
9030453;619650;2421187
9030454;605626;2430580
9030456;595730;2426580
9030470;609287;2449060
9030471;615827;2407699
9030478;595946;2431729
9030482;596737;2429924
9030484;596207;2432671
9030485;612346;2410598
9030490;610711;2428715
9030491;596242;2437229
9030502;595611;2445427
9030510;594676;2433568
9030516;613291;2431931
9030517;604288;2425258
9030523;665520;2428224
9030525;604648;2435911
9030532;593622;2425809
9030538;606744;2429540
9030540;573422;2447711
9030545;595370;2399685
9030551;627840;2430124
9030554;600837;2425655
9030555;594505;2413826
9030558;588769;2423338
9030559;605393;2428651
9030561;670507;2420523
9030564;598650;2423255
9030566;;
9030567;603601;2409770
9030568;588821;2425506
9030577;597024;2431408
9030579;599387;2428864
9030581;620895;2423343
9030584;600247;2426962
9030585;594577;2425014
9030589;577365;2450218
9030592;594410;2424405
9030593;606288;2437071
9030597;594440;2431569
9030604;598234;2402550
9030608;624880;2419298
9030619;600262;2439509
9030628;603490;2427324
9030653;613799;2419439
9030659;659973;2438179
9030660;597729;2432284
9030669;639566;2384853
9030672;600019;2422726
9030690;606099;2431630
9030693;612996;2445177
9030697;591538;2437086
9030707;598736;2411607
9030714;601658;2437713
9030718;599834;2422384
9030720;607955;2420793
9030722;572729;2442700
9030731;609795;2448179
9030736;611121;2419181
9030747;599481;2433538
9030766;623802;2389895
9030767;608005;2429051
9030776;571512;2420158
9030777;597926;2416212
9030778;606860;2403729
9030779;593456;2442072
9030784;601841;2433049
9030785;589533;2424345
9030788;544434;2431832
9030797;612544;2416738
9030798;592713;2434700
9030806;602004;2429235
9030814;600571;2419897
9030819;596172;2415227
9030821;622331;2428106
9030826;600653;2429819
9030832;577829;2420161
9030834;629288;2380404
9030840;609088;2420784
9030842;596738;2432672
9030848;577892;2449574
9030851;614745;2429547
9030852;599561;2430724
9030854;553885;2442221
9030863;605216;2436145
9030880;592081;2435522
9030884;597201;2423287
9030892;597856;2403423
9030902;608407;2397131
9030904;605903;2423238
9030911;600298;2409155
9030919;574719;2424766
9030924;624366;2393534
9030925;;
9030929;552973;2445261
9030933;615245;2419414
9030936;608270;2431086
9030943;591467;2439628
9030945;585858;2430910
9030946;646219;2378001
9030951;601880;2426942
9030961;609745;2419677
9030963;612814;2423031
9030964;602821;2435448
9030970;596801;2415258
9030982;600185;2422975
9030988;596519;2434668
9030995;616790;2439684
9031001;614540;2438561
9031002;599412;2432020
9031011;604824;2428372
9031015;554326;2442023
9031020;589801;2436629
9031044;578435;2412140
9031048;615606;2440705
9031053;569726;2401398
9031055;622039;2426457
9031065;612461;2436063
9031068;602551;2424275
9031075;611095;2396231
9031077;592137;2414452
9031080;593821;2398974
9031085;596463;2440701
9031091;599234;2425775
9031092;603481;2437071
9031093;581187;2427235
9031105;603153;2445152
9031106;600356;2431445
9031111;605866;2432471
9031113;607820;2429024
9031116;;
9031119;613943;2423141
9031127;602617;2428625
9031128;585384;2425463
9031129;597840;2424781
9031136;606832;2437403
9031138;617343;2421430
9031153;608097;2417004
9031156;591124;2426987
9031165;600929;2432908
9031171;588426;2436910
9031182;587573;2396918
9031185;602188;2431964
9031186;596935;2427456
9031187;613164;2444865
9031196;592225;2420477
9031207;626285;2418206
9031219;607529;2434129
9031230;591379;2412009
9031241;602182;2431481
9031245;578605;2392524
9031249;606363;2429299
9031250;602762;2447142
9031261;607317;2411307
9031272;604004;2441967
9031273;585623;2436584
9031275;618866;2440354
9031279;579239;2419432
9031282;580152;2439637
9031283;623894;2393250
9031293;587987;2443744
9031295;596806;2417325
9031296;601831;2428685
9031299;611285;2399372
9031302;615083;2437126
9031304;590463;2395205
9031309;604295;2426338
9031313;579258;2437529
9031325;609931;2398586
9031329;614601;2410328
9031331;593617;2398385
9031337;564242;2410329
9031340;614436;2438586
9031344;601374;2421711
9031367;597286;2426420
9031368;597838;2434158
9031370;627266;2378831
9031373;604411;2430126
9031374;609463;2455552
9031380;638356;2443213
9031386;617716;2426953
9031391;601045;2430993
9031404;600356;2439281
9031416;588600;2434432
9031421;594561;2435115
9031423;644922;2439467
9031425;622594;2372496
9031426;571762;2446334
9031427;591993;2432469
9031428;596831;2425075
9031429;616971;2434182
9031436;604323;2431660
9031464;603386;2433012
9031465;604291;2406175
9031467;586163;2427688
9031472;597135;2443964
9031477;579229;2419218
9031481;578788;2420821
9031482;594961;2424746
9031483;568466;2413765
9031486;603200;2425829
9031488;597877;2432286
9031489;609177;2402109
9031499;600476;2427387
9031512;663699;2434721
9031513;584698;2421691
9031514;567634;2413416
9031523;583561;2444377
9031526;605890;2425076
9031533;605132;2431836
9031534;636386;2373800
9031535;578222;2438732
9031537;594126;2441301
9031538;616010;2415564
9031539;588812;2420531
9031541;;
9031542;564849;2406772
9031551;602658;2430434
9031557;599019;2421884
9031558;619768;2451392
9031560;604945;2435720
9031561;609566;2402541
9031570;578701;2445329
9031571;605882;2444692
9031573;598552;2403951
9031574;603247;2432863
9031586;607751;2436268
9031595;611578;2377036
9031611;680845;2400732
9031613;598963;2427359
9031617;601348;2423318
9031624;604512;2430491
9031625;590185;2433067
9031627;613365;2425724
9031629;589701;2437661
9031633;641419;2436975
9031636;593323;2442958
9031642;622770;2427661
9031648;602503;2392056
9031671;625253;2394035
9031674;581992;2448537
9031676;601888;2420517
9031686;585012;2434263
9031688;591931;2435377
9031695;600165;2425822
9031698;595311;2425038
9031701;611175;2439079
9031702;599704;2448857
9031709;588832;2443583
9031714;613513;2439135
9031722;595082;2434550
9031726;590327;2423624
9031734;604207;2439506
9031736;600529;2432879
9031740;598989;2439403
9031744;;
9031747;580812;2432410
9031748;588912;2438413
9031760;602578;2400710
9031772;544287;2432728
9031777;;
9031791;609755;2429490
9031795;604157;2412955
9031796;614901;2425938
9031801;607171;2426007
9031804;622422;2391617
9031806;609607;2378641
9031814;628170;2430681
9031820;613677;2426630
9031840;580959;2413506
9031854;609577;2424184
9031858;594431;2415014
9031868;605663;2422752
9031871;593971;2421768
9031872;595983;2443609
9031876;650552;2453013
9031886;588263;2436001
9031896;576156;2450257
9031899;634042;2375127
9031905;603753;2429588
9031907;601591;2428850
9031910;602464;2429584
9031923;602309;2432281
9031931;592303;2430862
9031937;600330;2420969
9031943;611952;2437705
9031945;592818;2423199
9031952;606428;2444929
9031962;607377;2438141
9031966;589040;2438327
9031968;599781;2421172
9031970;594392;2418190
9031979;599163;2432680
9031989;618885;2431102
9031996;596183;2424666
9032003;589391;2425509
9032005;608807;2419522
9032018;601547;2406010
9032021;573058;2441669
9032022;619308;2422440
9032026;670744;2396980
9032027;614659;2426031
9032043;607830;2428990
9032047;593356;2435500
9032050;615511;2427814
9032053;609884;2436399
9032058;605968;2435702
9032060;605149;2408956
9032066;576203;2449471
9032069;622847;2454224
9032081;597993;2441343
9032087;602242;2386914
9032088;619516;2452032
9032089;599585;2411516
9032094;;
9032102;606027;2443154
9032103;577805;2435796
9032104;596184;2427449
9032109;610411;2427647
9032117;587300;2409160
9032122;578756;2445612
9032126;579934;2439764
9032127;578733;2436724
9032133;597150;2425690
9032139;573474;2420397
9032144;602521;2442062
9032154;598015;2441562
9032156;599261;2433828
9032160;552159;2444728
9032164;591010;2429378
9032172;609120;2428679
9032174;636063;2432227
9032176;578096;2434058
9032177;597409;2427181
9032181;564133;2441867
9032202;609467;2447912
9032207;591074;2447796
9032210;600693;2441684
9032211;622891;2394769
9032212;603530;2423668
9032217;582156;2400538
9032228;603181;2424233
9032231;627453;2367412
9032235;610512;2429707
9032238;578671;2420573
9032239;604247;2440876
9032240;607254;2435430
9032243;608954;2429132
9032251;629704;2428856
9032257;612930;2419501
9032260;557029;2424711
9032261;587834;2420934
9032265;611687;2413606
9032266;587476;2409860
9032268;607373;2434197
9032272;584680;2425135
9032276;614181;2436207
9032277;600131;2437531
9032281;613437;2431871
9032297;598334;2428226
9032301;597143;2421671
9032314;612520;2428397
9032315;619712;2421663
9032317;596702;2421929
9032325;570064;2447424
9032342;582360;2429837
9032343;580667;2418733
9032348;;
9032349;593714;2446417
9032351;597099;2432795
9032353;645886;2377794
9032364;590524;2445886
9032365;552004;2435794
9032368;602497;2425551
9032381;587890;2431639
9032391;606906;2394193
9032392;;
9032399;597766;2431526
9032400;581904;2451580
9032406;601330;2431884
9032409;601178;2429247
9032410;610597;2423473
9032413;588319;2410711
9032418;594147;2450865
9032422;617099;2391479
9032445;588165;2430338
9032448;597456;2406422
9032449;599325;2433064
9032455;594297;2405092
9032466;598494;2409019
9032467;598159;2426396
9032469;588109;2420560
9032473;616271;2440205
9032476;605468;2427750
9032482;617323;2434320
9032489;552802;2445237
9032493;596357;2419670
9032496;613734;2411189
9032503;603303;2434988
9032504;642383;2424982
9032513;595281;2431610
9032520;602305;2424341
9032522;668166;2385877
9032524;;
9032529;589369;2440696
9032538;602542;2432345
9032543;601133;2425063
9032547;622816;2394148
9032548;582630;2411736
9032550;605546;2434976
9032555;601156;2432157
9032557;593914;2443468
9032562;619202;2439414
9032599;585040;2423353
9032609;585802;2421650
9032614;581138;2432994
9032621;616750;2432897
9032632;596850;2415325
9032633;596154;2423342
9032634;593699;2436408
9032640;596442;2417062
9032642;613041;2437532
9032649;597305;2436048
9032651;605233;2442041
9032653;599276;2417679
9032657;633207;2444820
9032658;608503;2427783
9032665;654344;2454429
9032668;639648;2438592
9032672;603017;2430593
9032677;595036;2441899
9032685;587774;2431466
9032700;596973;2416326
9032717;597193;2428912
9032723;592101;2427407
9032724;620424;2437647
9032728;608435;2417060
9032733;567877;2423461
9032739;615573;2407193
9032742;596496;2437296
9032748;590127;2454950
9032749;594899;2418834
9032754;597789;2427240
9032759;609508;2422776
9032762;595933;2431791
9032764;602878;2411136
9032774;601912;2437557
9032782;616423;2425943
9032791;602920;2428332
9032792;588580;2411131
9032794;630279;2431036
9032799;620466;2384903
9032801;614714;2425383
9032805;599048;2432665
9032807;618585;2428791
9032821;628408;2426307
9032824;598637;2428937
9032829;605645;2406692
9032833;592055;2426688
9032838;605787;2422742
9032840;592652;2427324
9032844;602669;2432444
9032845;600888;2431799
9032857;596005;2428955
9032861;592832;2404495
9032869;618122;2439118
9032872;600565;2432870
9032875;562522;2450283
9032882;594796;2444638
9032884;604463;2428478
9032891;585237;2432236
9032892;604055;2427600
9032896;586547;2382321
9032898;603284;2431571
9032905;596919;2436310
9032907;597460;2427683
9032912;610541;2429721
9032914;602909;2434709
9032915;617848;2399794
9032916;615501;2419528
9032922;604785;2433717
9032925;573064;2401303
9032927;572418;2425058
9032940;551821;2444618
9032941;605005;2418642
9032949;612319;2429791
9032955;623607;2426523
9032958;602748;2430287
9032959;604793;2417035
9032967;612713;2455831
9032969;610484;2427674
9032974;578077;2450391
9032975;605570;2424887
9032978;613380;2438331
9032987;609471;2431966
9032990;612440;2417252
9032991;624456;2393627
9032995;594994;2433687
9032996;571042;2419584
9033005;571152;2419060
9033011;603781;2421420
9033017;579187;2428198
9033024;598476;2411427
9033046;595857;2424687
9033052;603407;2429533
9033053;601292;2419483
9033055;612967;2437506
9033058;596978;2442599
9033061;603002;2428082
9033063;592709;2440412
9033076;585348;2438147
9033082;596575;2439912
9033087;608306;2428324
9033093;629175;2416132
9033094;595193;2440652
9033095;599577;2406482
9033099;612879;2430554
9033100;598515;2431773
9033110;593573;2436053
9033120;646031;2377522
9033121;604932;2425394
9033122;626787;2430894
9033129;602202;2438095
9033134;612026;2416293
9033140;598212;2433573
9033148;586458;2444127
9033152;597471;2401243
9033153;599207;2437344
9033154;604018;2437005
9033155;596909;2421294
9033156;608246;2417129
9033172;627946;2350307
9033181;589669;2411221
9033186;611622;2450582
9033187;596310;2415185
9033194;594088;2415257
9033195;606334;2430685
9033216;595837;2422488
9033219;615488;2407404
9033223;601670;2437664
9033229;601229;2448322
9033231;584514;2424712
9033246;621140;2393849
9033270;594806;2427411
9033276;618292;2403503
9033277;603108;2443303
9033282;594120;2441559
9033284;584501;2424338
9033302;590227;2441177
9033303;604370;2445438
9033306;609548;2428694
9033309;596562;2443465
9033311;580332;2440568
9033315;617848;2403117
9033323;603426;2428978
9033326;600625;2425524
9033336;558327;2403006
9033340;578408;2419122
9033341;583332;2409545
9033342;640115;2440459
9033353;594308;2444786
9033356;602421;2412413
9033358;607610;2431632
9033366;673640;2402622
9033370;601678;2424870
9033374;555437;2434786
9033387;590959;2415277
9033389;607928;2431553
9033390;586953;2422881
9033392;610089;2423966
9033398;613698;2437288
9033408;587568;2381533
9033410;600798;2404780
9033420;639317;2442005
9033421;641980;2421272
9033428;616172;2426791
9033431;597055;2442709
9033433;602111;2432950
9033444;586739;2426220
9033460;595203;2425220
9033466;;
9033470;609881;2415936
9033471;608839;2434498
9033476;592754;2427285
9033478;602058;2423222
9033487;606129;2428700
9033509;611315;2427347
9033510;616901;2423131
9033512;603600;2431043
9033516;594244;2435443
9033523;592297;2442390
9033524;613920;2411091
9033526;629230;2427468
9033529;602295;2430911
9033530;578496;2445468
9033534;589681;2437279
9033540;598531;2423819
9033547;603872;2430475
9033549;599617;2405894
9033553;597265;2426638
9033557;605984;2403264
9033564;596291;2430681
9033566;608259;2435780
9033568;642927;2395702
9033577;650547;2440626
9033615;602116;2441116
9033625;558634;2404197
9033629;603089;2432968
9033638;596547;2435141
9033640;603587;2430487
9033645;596142;2436012
9033659;609337;2424198
9033665;600330;2433130
9033672;613803;2427173
9033676;599306;2435726
9033691;597774;2425441
9033695;591045;2448194
9033698;611755;2439534
9033700;605634;2443486
9033705;584822;2450742
9033715;595342;2437074
9033717;615610;2387058
9033719;595903;2434119
9033723;600408;2404353
9033726;614272;2418384
9033730;597611;2404846
9033735;607559;2422609
9033743;594405;2419672
9033748;607949;2429780
9033752;612859;2367404
9033757;624655;2453914
9033760;603155;2432638
9033761;587908;2438315
9033769;607118;2428885
9033773;578088;2441598
9033775;578864;2452233
9033776;586288;2426792
9033779;593547;2399090
9033782;601662;2404576
9033787;588689;2434344
9033795;590450;2427327
9033811;576877;2435860
9033821;593210;2413550
9033822;623994;2392548
9033823;595420;2425038
9033825;603850;2420908
9033831;597130;2437131
9033832;603420;2435164
9033839;608439;2434600
9033844;655441;2424822
9033851;603608;2439628
9033852;600556;2434488
9033855;599831;2432001
9033862;572842;2424410
9033870;598157;2439494
9033872;624484;2394770
9033874;635959;2429389
9033877;588649;2436714
9033881;;
9033888;600989;2424630
9033891;601813;2430305
9033900;580806;2433492
9033902;556088;2445320
9033918;601654;2422916
9033922;595936;2405174
9033927;616024;2439850
9033933;581278;2450184
9033938;594524;2441486
9033942;594001;2444419
9033943;606310;2442878
9033947;596912;2406153
9033951;604881;2426450
9033953;622655;2421868
9033956;611838;2401400
9033971;605389;2429946
9033994;597878;2425733
9033997;574575;2447903
9034020;600803;2423087
9034033;612179;2450504
9034047;604619;2431282
9034048;601935;2432386
9034052;573201;2421650
9034053;615904;2410532
9034056;590184;2443944
9034058;624714;2438830
9034059;562836;2405008
9034070;598549;2423629
9034071;580652;2419941
9034072;601909;2429913
9034080;620622;2396070
9034081;585473;2423342
9034087;598820;2443138
9034095;596494;2426666
9034096;660425;2430024
9034099;611919;2417315
9034101;596282;2444108
9034108;654206;2423679
9034135;599254;2423774
9034136;670298;2396391
9034140;601707;2423706
9034141;600536;2440351
9034151;583633;2418845
9034152;608131;2415144
9034153;606673;2443136
9034154;649639;2447989
9034157;610603;2429489
9034161;;
9034165;599585;2437268
9034166;590906;2396227
9034175;607136;2431355
9034178;606698;2428581
9034185;590350;2432046
9034194;601886;2444574
9034200;618335;2435277
9034209;597165;2443050
9034216;625298;2418727
9034230;626879;2445955
9034244;558085;2431529
9034248;598330;2425167
9034257;603689;2423809
9034259;591425;2437646
9034265;615383;2435868
9034272;645677;2375762
9034281;591818;2434685
9034291;596047;2418476
9034294;612897;2424077
9034306;607409;2404223
9034309;593958;2434842
9034325;664126;2422618
9034328;611503;2439431
9034329;579734;2444116
9034337;601658;2443208
9034340;608310;2436154
9034345;603189;2429764
9034349;594125;2443790
9034354;600079;2425306
9034356;614799;2413462
9034360;597131;2416872
9034361;609137;2423209
9034365;624829;2427538
9034366;602149;2420617
9034373;568893;2445533
9034376;588377;2409473
9034380;594872;2426996
9034385;587670;2418516
9034396;623865;2414021
9034400;606723;2404062
9034403;619069;2435158
9034404;600529;2441495
9034419;572088;2418116
9034429;615620;2424828
9034433;585460;2428926
9034435;639263;2440302
9034438;607215;2424022
9034441;582214;2445496
9034449;600233;2434949
9034455;587575;2432394
9034462;597055;2423879
9034463;610390;2426201
9034466;;
9034467;605669;2423438
9034471;589486;2436844
9034479;586120;2438600
9034480;600751;2428094
9034494;598269;2411817
9034495;598872;2426243
9034500;591521;2432397
9034505;587466;2443969
9034510;551897;2444436
9034511;569327;2439552
9034513;596988;2435507
9034516;599477;2433063
9034522;584703;2400484
9034529;629421;2396051
9034537;642758;2430334
9034546;593915;2402406
9034548;580066;2427306
9034559;598439;2427050
9034561;671784;2395815
9034563;610223;2399935
9034564;602169;2422040
9034577;562109;2421022
9034589;593646;2426900
9034593;595255;2422652
9034600;595801;2424185
9034609;617865;2427834
9034618;593914;2435212
9034629;603495;2430582
9034641;586715;2423105
9034644;596291;2424790
9034648;606338;2442354
9034651;607148;2404987
9034654;598441;2421312
9034660;590905;2447692
9034665;595119;2423606
9034671;600089;2435347
9034688;597315;2432824
9034689;614682;2430352
9034690;600828;2437659
9034691;;
9034697;568594;2442704
9034699;612009;2424360
9034703;569658;2442216
9034712;606547;2420844
9034713;602105;2408550
9034720;602454;2432507
9034722;572414;2388746
9034732;601686;2421109
9034734;598154;2402420
9034736;604609;2430537
9034741;596085;2428681
9034747;604893;2431810
9034758;605376;2405333
9034770;608234;2403167
9034777;604345;2434021
9034778;599931;2409340
9034783;592083;2431043
9034784;606724;2422680
9034786;589256;2438602
9034805;569562;2443860
9034815;579112;2423860
9034827;593979;2434093
9034836;607620;2428046
9034840;615352;2436495
9034847;582281;2451234
9034849;606097;2428539
9034856;609294;2420433
9034865;616895;2439031
9034867;596860;2433055
9034875;609442;2398887
9034879;587397;2431934
9034884;607498;2431679
9034885;593442;2436515
9034895;595848;2424809
9034897;600152;2393877
9034909;599608;2434598
9034912;609059;2428715
9034914;609324;2434466
9034925;569092;2442933
9034926;615859;2438701
9034929;602547;2437382
9034930;611243;2417011
9034934;597394;2433290
9034943;610034;2437821
9034954;570726;2419324
9034957;597397;2431312
9034970;618399;2434024
9034976;613995;2431906
9034978;604637;2417955
9034980;587689;2438804
9034985;594100;2421609
9034991;604028;2391838
9034996;587395;2409235
9035002;606451;2444977
9035003;596619;2429704
9035012;599916;2432266
9035017;596766;2431410
9035027;594150;2435957
9035031;624090;2414550
9035032;609298;2421932
9035034;;
9035050;596201;2420321
9035053;631860;2431815
9035055;597786;2425359
9035059;601479;2444326
9035061;602662;2432737
9035064;604580;2430441
9035067;608577;2427411
9035068;597088;2426933
9035071;604976;2435802
9035073;591620;2432282
9035074;621554;2390492
9035077;600088;2432581
9035081;615286;2424751
9035083;605676;2405191
9035087;624607;2428688
9035099;603704;2431506
9035100;624521;2453251
9035104;600293;2440755
9035110;591671;2421090
9035114;604522;2441601
9035116;597506;2400569
9035121;573110;2421490
9035134;579840;2417350
9035143;601747;2434554
9035148;607220;2432570
9035154;591676;2436994
9035155;613941;2436262
9035159;591460;2434674
9035160;673964;2430073
9035168;616032;2430921
9035170;612059;2453795
9035171;592687;2424183
9035172;606700;2435163
9035176;589195;2431588
9035181;613016;2439385
9035186;596866;2427783
9035188;606164;2404308
9035206;596327;2415422
9035218;598639;2441854
9035219;619055;2420649
9035221;604508;2435897
9035231;606591;2414715
9035237;639602;2432327
9035242;591185;2434536
9035245;605040;2426282
